att1,att2,att3,att4,att5,att6,LABEL
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9305810080477684,-1.125782117164483,-1.207172455453242,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1875823515745885,-1.156504894063964,-1.2100704700674634,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.009649115136552,-1.1005857929791123,-1.2208129945536175,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0774389186345226,-1.2659215091307179,-1.187252418376346,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1660655879864414,-1.0641705850585512,-1.1998526021134441,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0142484233384785,-1.1302101052537326,-1.0988353149350474,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.7189328427903874,-0.8915692148724081,-1.127706675659116,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0827181245706479,-1.146543998167159,-1.226593263585683,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.6749394599893447,-0.9095751830015595,-1.1404025528090815,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9514578678860812,-0.9103550475622143,-1.1367758213884536,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1091941422200031,-1.0993385865202026,-1.2061636492952794,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0827181245706479,-1.4718624412247778,-1.2032268808875537,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.6137486639115304,-1.0415794061120542,-1.0579968160358422,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0241669314608963,-1.3413445033798603,-1.2051894410197763,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9818532960031662,-1.1691452717810633,-1.1919927233758172,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1118337451880658,-1.4204281536528485,-1.2346387690140483,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1713847879069317,-1.2678345172756955,-1.175479345572889,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8227572262008488,-0.9362608139856092,-1.201857995742272,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1462285717416079,-0.9524033202455292,-1.2259391674696463,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.883628070403746,-1.1590753603433754,-1.1632944038542476,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1396295643214511,-1.0716132391287572,-1.2230481208792894,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1045548400337108,-1.3630218745767306,-1.2338913471647508,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9596966286651863,-1.3823330419989814,-1.197860221423055,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0850377756637934,-1.3190386189622445,-1.2152060338045607,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8121988143285981,-1.2616517395020634,-1.154254049874493,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.003690011466229,-1.2946640487737102,-1.1959484471100164,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8862676733718087,-1.2433599274743765,-1.1978650463663323,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8763491652493921,-0.949693211066977,-1.1737978142669614,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9884922974076871,-1.0383572844151872,-1.1446485733938756,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8637910541589118,-1.3405491191264567,-1.206377823188196,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0436839958308135,-1.3100787775833758,-1.1912834486830637,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1177928488583877,-1.1510606407844592,-1.1942400223933682,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0638809579349284,-1.1784029745196682,-1.1614903444651947,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.3258015615385919,-1.5932056311489717,-1.199879500403454,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.3228420066956128,-1.017524225706605,-1.1856965974880662,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9352203102340597,-1.3343527444538668,-1.1810469648283395,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.089997029725002,-1.390444725301977,-1.204325492466319,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9273015013298728,-0.9267896468004946,-1.1733549429968269,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0503229972353345,-1.2081406286212033,-1.194294322745994,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.301045285216914,-1.2064294108175708,-1.1954553393679384,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0288062336471875,-1.016374360683413,-1.1899140822503664,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.3585966287175515,-1.4648549565924145,-1.2076235898697025,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.138629714712337,-1.1042774197172507,-1.2137180069437452,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9375399613272064,-1.1561497952533137,-1.2049209957278757,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0999155378474195,-1.443989691087817,-1.1995928578687443,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8075595121423069,-1.0633127786781156,-1.1386508835616542,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8637910541589118,-1.2449072614428478,-1.1334441153578099,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8866276192310906,-1.21595060497688,-1.1194997716904023,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.2510927987455482,-1.1709144137476786,-1.2066542616151454,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.03344553583348,-1.273448319764926,-1.2134103074663656,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.2811682749877156,-0.9435123560871366,-1.1624633046409527,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8644309579087459,-1.1925896904727404,-1.2072493247105385,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.291086783110133,-1.2908555436415041,-1.2231938799969737,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.131670761432899,-1.375518042759434,-1.236978573501291,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1459086198666912,-1.397273218433672,-1.211282881669047,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0086492655274373,-1.2079548730066596,-1.1865544244744648,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.102235188940565,-1.2682972238674877,-1.2038664201016167,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9253018021116431,-1.1963705211085833,-1.165427046774678,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.924341946486893,-1.139629082321637,-1.1514564695478389,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.1855826523563588,-1.0212267711666334,-1.1779470571746442,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.138629714712337,-1.083010461988152,-1.1985341589292424,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0744793637915429,-1.0956537582315427,-1.168713310507588,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.150547922052983,-1.269066513062287,-1.198242587562064,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9448188664815603,-1.1649642940228733,-1.226062124980773,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-1.0503229972353345,-0.7260593828758204,-1.1462610220582576,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.7837230974610144,-1.272157095062422,-1.1593555779760092,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.9358602139838939,-1.1841328656840877,-1.1557733730454558,1
0.7634006903643288,-1.5183504931636986,-1.0198918454483659,-0.8445939416639117,-1.1424578553456364,-1.1885798877951856,1
