utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12,LABEL
-1.2195662666588465,-1.482172324940932,2.128612531851668,0.8352849210721548,0.1072717117827407,0.2417657864148209,-1.5125420983594138,0.6180991983565898,-0.7116193369911437,0.3753111876322573,1.856297067717061,-1.0882114892978088,-1.928444436129816,-0.007798024308727698,1
-1.2195662666588465,-1.289760932821233,2.190462111516625,0.8720254041597649,0.018341347985685548,0.12919106635650718,-1.2902308291392395,0.6508360538317686,-0.9269900958265062,0.10002048722296161,2.104081719570899,-0.93868801422784,-2.281997994413022,0.025485931954436266,1
-1.2195662666588465,-1.097349540701534,2.2862197189197633,0.7513724027085532,0.09710009347564834,-0.008741959667019896,-1.0165955696945628,0.7071772367072492,-1.3728838593932258,0.34060651608037507,2.0933024560719398,-1.1584465276885396,-2.079801198135719,-0.11729392525385517,1
-1.2195662666588465,-0.904938148581835,1.83981536870765,0.8061997883944082,-0.04359823959595425,0.19738223548084516,-0.931100025640165,0.5106677601746782,-1.4980665495896919,0.1911704427534424,2.0661577570809806,-1.2307097344279827,-1.8981261419065463,0.06501791549651322,1
-1.2195662666588465,-0.712526756462136,1.8874867653864127,0.6468047351575914,-0.11331931888649119,0.17069802631318548,-0.9821573779460304,0.7702435823367806,-1.2467756502563527,0.1759014302359501,1.8429932309486998,-1.4715353072044566,-1.9638446928314395,0.18781030235484947,1
-1.2195662666588465,-0.520115364342437,1.773723006547037,0.5633991075681574,-0.11715574368188991,0.1850549192202635,-1.1217918468231125,1.2494528396636093,-1.11423883658746,0.19543095615057052,1.6259629749534743,-1.585095473725129,-1.8439287468813745,0.09408212199294869,1
-1.2195662666588465,-0.327703972222738,1.6784325683603167,0.5003626907806558,-0.26208093416081224,0.21153389030007522,-0.9603159232965354,1.2199957433640514,-1.2513532169075574,0.22520240166367278,1.461987512029911,-1.5313964802541133,-1.6076787201015295,-0.05964732530985544,1
-1.2195662666588465,-0.135292580103039,1.6903333014164752,0.4651506783351508,-0.3341004732623978,0.4373707151236221,-0.9946512689907364,1.4015199229224893,-1.360995943814073,0.13096005391226548,1.2677614606326382,-1.3793615286331855,-1.3502538496618781,-0.06875514616916631,1
-1.2195662666588465,0.05711881201666001,1.6173320703699603,0.37944194702308887,-0.1728857552008889,0.5630220333505337,-1.0903133359714512,1.5896974859937607,-1.2562059378383426,-0.11956543459622049,1.0452834412665981,-1.5131774871301473,-0.9289203821794266,0.3279168742597254,1
-1.2195662666588465,0.249530204136359,1.6392346547103718,0.0035057545017671775,-0.1700338996007695,0.6694102910465735,-0.7392921343120654,1.720136931725861,-1.5913000758230376,-0.18185653928250645,1.0309055535897633,-1.3549285729089096,-0.8070247159064687,0.09740818626580279,1
-1.2195662666588465,0.441941596256058,1.4226513813903716,-0.05019347428158145,-0.3328205333085347,0.8494203828263566,-0.46109355734557234,1.7786811851587032,-1.582326294204897,-0.38763360005444825,0.8423542557037553,-1.1062837638603784,-0.7703182519814935,0.10722318434200548,1
-1.2195662666588465,0.634352988375757,1.1425008760709123,0.15005957479300638,-0.6341903738511474,1.0031925768358636,-0.23132023551668487,1.8000106627604264,-1.5817009435694867,-0.5906937361263854,0.7183124484648321,-1.2613135002345113,-0.508005309198205,0.3988444177605189,1
-1.2195662666588465,0.826764380495456,0.9971548672733667,0.08739487790656106,-0.6810015464873922,1.0268177611703608,-0.028736363162526323,1.6888080536745602,-1.3201855613471867,-0.7574013154157274,0.5803079794157521,-1.2220706003128285,-0.42881649628249524,0.3185448333413562,1
-1.2195662666588465,1.019175772615155,0.84100154302533,0.07443667016694486,-0.7902445913029165,1.252081222446904,0.0038239358161768038,1.5767937870149291,-1.3177091728309611,-0.974458046295366,0.7958711040153822,-0.9972718727429887,-0.5284454112948759,0.01741944897494429,1
-1.2195662666588465,1.211587164734854,0.7611619212074595,0.0839012307246063,-1.0360168279079642,1.4857366410932298,0.26049340540929244,1.325643743475718,-1.479193467413004,-0.9766013400606287,0.7828108664221387,-0.4819013495797451,-0.7423266393748194,-0.6167086927654671,1
-1.2195662666588465,1.403998556854553,0.7204477212645726,0.12160870544293614,-0.9582630220104245,1.4511589099119895,0.515730648468015,1.1083790232711623,-1.7236930588457855,-0.5604738155188487,0.35334552068959013,-0.29085652163464676,-0.4561856195092908,-1.0163026762004177,1
-1.2195662666588465,1.596409948974252,0.7876234327287751,0.046144366648793636,-0.5572445937069748,1.5134372674578507,0.4867509158252946,0.9022621713756614,-1.9965710621134938,-0.07742963502609151,0.06658500081691597,-0.34358026819755816,-0.03897486857554369,-1.361257505657711,1
-1.2195662666588465,1.788821341093951,0.928291708380897,-0.0940018343689944,-0.22765156792175234,1.5491226327639847,0.49910006057131195,0.6985471633208932,-1.962489452483624,0.053081832281039444,-0.05511493253394367,-0.20978157070781905,0.050837082773832795,-1.760859260270869,1
-1.2195662666588465,1.98123273321365,0.8998004271606633,-0.21724907680799702,-0.08236310536043379,1.628149069827724,0.5480547824330682,0.5233505999497643,-2.177197339645451,0.19584292745824877,0.02743196976163064,-0.27889464362904925,0.005415767530556491,-2.0222894663528446,1
-1.2195662666588465,2.173644125333349,0.9214331810053852,-0.28498788031585265,-0.042498238150193955,1.798793137757303,0.6295812306128977,0.29382267245723903,-2.169561808387089,0.3484965488464153,-0.05047547551692894,-0.33144578011972964,-0.09401925734710795,-2.06493769235617,1
-1.1565861974881944,-1.482172324940932,1.0069412568931517,1.5491924868495832,1.2485673476195531,0.056360864897320354,-1.76224850916298,-0.9994625669153666,0.9313706409291109,0.8316450258727619,0.8324552710421532,0.06497914226923893,1.1955746428827985,0.07394699925704913,1
-1.1565861974881944,-1.289760932821233,0.9754778128995019,1.422901300325708,1.3635208937676973,-0.21611061433167728,-1.314327278757779,-1.1281130530971284,0.5360865042861594,1.170327159397712,0.565603447390464,-0.010727635411209397,1.1952991147966225,0.07344964385176246,1
-1.1565861974881944,-1.097349540701534,1.0635573331379808,1.2216630635413277,1.2628537861496747,-0.19265809061076625,-1.0638666635557825,-1.0581448573505494,0.8459915186765209,0.997987567294541,0.2718560602678223,0.4566918096863053,0.44077055317617625,0.18506707644756554,1
-1.1565861974881944,-0.904938148581835,1.274043242719564,0.8374112628837909,1.398136988647241,-0.33326246952374294,-1.2550193874266597,0.015114921770681477,0.5862396252460783,0.9642893572917967,0.46152569982141606,-0.017925475423235616,0.02637631156778173,-0.1849886586202856,1
-1.1565861974881944,-0.712526756462136,1.42208554281359,0.5714495728378849,1.304847359861432,0.016730367458109092,-1.5411485379160423,-0.20460685707554313,0.8075262010924236,1.0763246936735602,0.608128112483174,-0.34404631539258146,-0.37990515861432556,0.03037400304701864,1
-1.1565861974881944,-0.520115364342437,1.3863531387388812,0.2987085436174715,1.1991996901417725,0.2972875757988307,-1.783457651033993,-0.024286360177518215,0.8595241064268032,1.172230571135719,0.4787381960814389,-0.6534843918808158,-0.1459511992192789,-0.19631126526876327,1
-1.1565861974881944,-0.327703972222738,1.8678032348239855,-0.22614695947453783,1.340862222011511,0.1545070216051805,-1.4625017792574926,0.2393643142936889,0.9274059179006087,0.7234112981403328,0.02677868106472413,-0.04775249590472564,-0.7794719072888894,-0.34759279143617244,1
