1landmass,2zone,3area,population,language,bars,stripes,colours,red,green,blue,gold,white,black,orange,circles,crosses,saltires,quarters,sunstars,crescent,triangle,icon,animate,text,mainhue_black,mainhue_blue,mainhue_brown,mainhue_gold,mainhue_green,mainhue_orange,mainhue_red,mainhue_white,topleft_black,topleft_blue,topleft_gold,topleft_green,topleft_orange,topleft_red,topleft_white,botright_black,botright_blue,botright_brown,botright_gold,botright_green,botright_orange,botright_red,botright_white,LABEL
0.921772761631111,-0.928302816130842,-0.02403628973091204,-0.07926163663436818,1.3361441213121577,-0.4379898593852334,0.6237963409762838,1.1845185173968342,0.517661913037023,1.0638929137221151,-1.0208355710680808,1.0638929137221151,0.5733821790809959,1.6525039276108335,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.08816692262083925,-0.24517195928059618,-0.40209034644789327,1.720227796970328,-0.501610310127101,-0.29981267559834457,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.3693746445525392,-0.928302816130842,-0.30990554679997273,-0.22103315974917426,0.1891885481503941,-0.4379898593852334,-0.6681946570600051,-0.3577404918312588,0.517661913037023,-0.9399442247447813,-1.0208355710680808,1.0638929137221151,-1.7440374613713625,1.6525039276108335,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.08816692262083925,-0.24517195928059618,-0.40209034644789327,-0.5813183589761798,1.9935794376846323,-0.29981267559834457,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
0.2761990585392859,-0.928302816130842,0.7795380354712941,-0.03563962952212015,0.7626663347312759,1.4931472479042047,-0.6681946570600051,-0.3577404918312588,0.517661913037023,1.0638929137221151,-1.0208355710680808,-0.9399442247447813,0.5733821790809959,-0.605142283350446,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.08816692262083925,4.078769868031737,-0.40209034644789327,-0.5813183589761798,-0.501610310127101,-0.29981267559834457,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1.567346464722936,0.6043843866724203,-0.32329845222000947,-0.2537496650833603,-1.2445059183018106,-0.4379898593852334,-0.6681946570600051,1.1845185173968342,0.517661913037023,-0.9399442247447813,0.9795896894087645,1.0638929137221151,0.5733821790809959,-0.605142283350446,2.5419556372089698,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.3162253624667435,-0.24517195928059618,2.4870032539554883,1.720227796970328,1.9935794376846323,-0.29981267559834457,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
-0.3693746445525392,-0.928302816130842,-0.32329845222000947,-0.2537496650833603,0.1891885481503941,2.4587158015489234,-0.6681946570600051,-0.3577404918312588,0.517661913037023,-0.9399442247447813,0.9795896894087645,1.0638929137221151,-1.7440374613713625,-0.605142283350446,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.3162253624667435,-0.24517195928059618,-0.40209034644789327,-0.5813183589761798,-0.501610310127101,-0.29981267559834457,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
0.2761990585392859,-0.16195921472921082,0.25259648084157155,-0.17741115263692622,1.3361441213121577,-0.4379898593852334,0.19313267496418748,-0.3577404918312588,0.517661913037023,-0.9399442247447813,-1.0208355710680808,1.0638929137221151,-1.7440374613713625,1.6525039276108335,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.08816692262083925,-0.24517195928059618,-0.40209034644789327,1.720227796970328,-0.501610310127101,-0.29981267559834457,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5
-1.6605220507361895,1.3707279880740515,-0.32329845222000947,-0.2537496650833603,-1.2445059183018106,-0.4379898593852334,-0.23753099104790878,-0.3577404918312588,-1.9317627486503537,-0.9399442247447813,0.9795896894087645,-0.9399442247447813,0.5733821790809959,-0.605142283350446,2.5419556372089698,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.3162253624667435,-0.24517195928059618,-0.40209034644789327,-0.5813183589761798,1.9935794376846323,-0.29981267559834457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
-1.6605220507361895,1.3707279880740515,-0.32329845222000947,-0.2537496650833603,-1.2445059183018106,-0.4379898593852334,-0.23753099104790878,1.1845185173968342,0.517661913037023,-0.9399442247447813,0.9795896894087645,1.0638929137221151,0.5733821790809959,1.6525039276108335,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.08816692262083925,-0.24517195928059618,2.4870032539554883,-0.5813183589761798,-0.501610310127101,-0.29981267559834457,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
-1.0149483476443644,0.6043843866724203,0.9591876978297184,0.0516043847023759,-0.9577670250113696,-0.4379898593852334,0.6237963409762838,-1.1288699964453053,-1.9317627486503537,-0.9399442247447813,0.9795896894087645,-0.9399442247447813,0.5733821790809959,-0.605142283350446,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.3162253624667435,-0.24517195928059618,-0.40209034644789327,-0.5813183589761798,-0.501610310127101,-0.29981267559834457,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
-1.0149483476443644,0.6043843866724203,0.9591876978297184,0.0516043847023759,-0.9577670250113696,-0.4379898593852334,0.6237963409762838,-0.3577404918312588,-1.9317627486503537,-0.9399442247447813,0.9795896894087645,1.0638929137221151,0.5733821790809959,-0.605142283350446,-0.3933978962347215,-0.36828430482674157,-0.3888853209405233,-0.3198010745334156,-0.34385203072770804,-0.08816692262083925,-0.24517195928059618,-0.40209034644789327,-0.5813183589761798,-0.501610310127101,-0.29981267559834457,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
