carbon,hardness,formability,strength,thick,width,len,bore,product-type_C,steel_A,steel_K,steel_M,steel_R,steel_S,steel_Unknown,steel_V,steel_W,condition_A,condition_S,condition_Unknown,surface-quality_D,surface-quality_E,surface-quality_F,surface-quality_G,surface-quality_Unknown,shape_COIL,shape_SHEET,LABEL
0.31841788111476704,-0.47605980762561023,-0.2591093117408909,-0.26692975397761093,-0.5725689588252136,-0.42124153240997464,-0.6753228212529327,-0.22631135359015378,0.0,1.0202495238465397,-0.24538238477521016,-0.15092727811824552,-0.6314696303710867,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,-0.25542744394873207,-0.7260928896179478,-0.2675799793446103,1.7092095775277718,-0.6108098599525801,1.086099282057325,-1.0860992820573252,3
-0.2651316234588264,-0.47605980762561023,-0.2591093117408909,-0.26692975397761093,2.2986080036351213,-0.42124153240997464,-0.6753228212529327,-0.22631135359015378,0.0,-0.980152380987942,-0.24538238477521016,-0.15092727811824552,1.583607432414991,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,-0.25542744394873207,1.3772342551463013,-0.2675799793446103,-0.5850657597217636,-0.6108098599525801,1.086099282057325,-1.0860992820573252,3
-0.2651316234588264,-0.47605980762561023,-0.2591093117408909,-0.26692975397761093,-0.5725689588252136,1.281957807685887,-0.2679139324227169,-0.22631135359015378,0.0,-0.980152380987942,-0.24538238477521016,-0.15092727811824552,1.583607432414991,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,-0.25542744394873207,1.3772342551463013,-0.2675799793446103,-0.5850657597217636,-0.6108098599525801,-0.920726140344893,0.9207261403448928,3
-0.2651316234588264,1.9494817937803357,-0.2591093117408909,-0.26692975397761093,1.8403681604264517,-0.9763857810875968,-0.6753228212529327,-0.22631135359015378,0.0,1.0202495238465397,-0.24538238477521016,-0.15092727811824552,-0.6314696303710867,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,-1.2720360850814223,1.4013195101892229,-0.25542744394873207,-0.7260928896179478,-0.2675799793446103,1.7092095775277718,-0.6108098599525801,1.086099282057325,-1.0860992820573252,3
-0.2651316234588264,1.9494817937803357,-0.2591093117408909,-0.26692975397761093,-0.45657340954181597,-1.2975252508650919,-0.5314999982931846,-0.22631135359015378,0.0,1.0202495238465397,-0.24538238477521016,-0.15092727811824552,-0.6314696303710867,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,-1.2720360850814223,1.4013195101892229,-0.25542744394873207,-0.7260928896179478,-0.2675799793446103,1.7092095775277718,-0.6108098599525801,-0.920726140344893,0.9207261403448928,3
-0.2651316234588264,1.3430963934288491,-0.2591093117408909,-0.26692975397761093,0.46105474766050697,-0.42124153240997464,-0.6753228212529327,-0.22631135359015378,0.0,1.0202495238465397,-0.24538238477521016,-0.15092727811824552,-0.6314696303710867,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,3.9150060954323846,-0.7260928896179478,-0.2675799793446103,-0.5850657597217636,-0.6108098599525801,1.086099282057325,-1.0860992820573252,3
-0.2651316234588264,-0.47605980762561023,-0.2591093117408909,-0.26692975397761093,-0.5737174296101978,-0.42124153240997464,1.9338049707306018,-0.22631135359015378,0.0,-0.980152380987942,-0.24538238477521016,-0.15092727811824552,1.583607432414991,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,-0.25542744394873207,1.3772342551463013,-0.2675799793446103,-0.5850657597217636,-0.6108098599525801,-0.920726140344893,0.9207261403448928,3
-0.2651316234588264,-0.47605980762561023,-0.2591093117408909,-0.26692975397761093,2.413455082133534,-1.5517709494591119,-0.6753228212529327,-0.22631135359015378,0.0,1.0202495238465397,-0.24538238477521016,-0.15092727811824552,-0.6314696303710867,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,-0.25542744394873207,1.3772342551463013,-0.2675799793446103,-0.5850657597217636,-0.6108098599525801,1.086099282057325,-1.0860992820573252,3
-0.2651316234588264,-0.47605980762561023,-0.2591093117408909,-0.26692975397761093,-0.5737174296101978,1.33132590450026,-0.6753228212529327,-0.22631135359015378,0.0,-0.980152380987942,-0.24538238477521016,-0.15092727811824552,1.583607432414991,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,-0.25542744394873207,1.3772342551463013,-0.2675799793446103,-0.5850657597217636,-0.6108098599525801,1.086099282057325,-1.0860992820573252,3
-0.2651316234588264,-0.47605980762561023,1.5587044534412953,-0.26692975397761093,-0.22802772332997343,1.33132590450026,-0.2679139324227169,-0.22631135359015378,0.0,1.0202495238465397,-0.24538238477521016,-0.15092727811824552,-0.6314696303710867,-0.1061190899945022,-0.32544020963805487,-0.1346870059402948,-0.14702201239072166,-0.2159167585437652,0.7861412201494195,-0.7136131287182093,-0.25542744394873207,1.3772342551463013,-0.2675799793446103,-0.5850657597217636,-0.6108098599525801,-0.920726140344893,0.9207261403448928,3
