Whether_of_not_the_TA_is_a_native_English_speaker,Course_instructor,Course,Summer_or_regular_semester,Class_size,LABEL
-2.0510720493742136,1.3754849375021443,-0.7293585953936581,-2.359071298478354,-0.6900283661165346,1
0.4875499133758379,0.19955726269493254,-0.7293585953936581,-2.359071298478354,-0.8456583635528254,1
-2.0510720493742136,1.3754849375021443,-0.7293585953936581,0.4238956239453289,1.644421595427828,1
-2.0510720493742136,-1.2703523308140823,-0.8722031452048674,0.4238956239453289,0.3993816159375013,1
0.4875499133758379,-0.9763704121122793,0.4133978030960162,0.4238956239453289,2.1113115877367004,1
0.4875499133758379,1.3754849375021443,-0.7293585953936581,-2.359071298478354,-0.6122133673983892,1
0.4875499133758379,-0.6823884934104764,-0.44366949577123954,0.4238956239453289,-0.6900283661165346,1
0.4875499133758379,-0.5353975340595749,-0.7293585953936581,0.4238956239453289,-0.0675083763713712,1
-2.0510720493742136,1.228493978151243,-0.7293585953936581,-2.359071298478354,2.3447565838911366,1
0.4875499133758379,0.19955726269493254,-0.7293585953936581,-2.359071298478354,-0.6122133673983892,1
0.4875499133758379,-0.5353975340595749,1.9846878510193184,0.4238956239453289,-1.4681783532979888,1
0.4875499133758379,-0.09442465600687042,-1.0150476950160767,0.4238956239453289,0.16593661978306506,1
0.4875499133758379,0.640530140747637,1.8418433012081092,0.4238956239453289,0.08812162106491964,1
0.4875499133758379,-1.1233613714631807,1.270465101963272,0.4238956239453289,0.8662716082463738,1
0.4875499133758379,-1.1233613714631807,1.270465101963272,0.4238956239453289,1.0997166044008102,2
0.4875499133758379,-1.1233613714631807,1.270465101963272,0.4238956239453289,1.1775316031189555,2
0.4875499133758379,-0.9763704121122793,0.4133978030960162,0.4238956239453289,-1.3903633545798433,2
0.4875499133758379,1.228493978151243,-0.7293585953936581,0.4238956239453289,1.4109765992733918,2
0.4875499133758379,-0.09442465600687042,-0.7293585953936581,-2.359071298478354,-1.3903633545798433,2
0.4875499133758379,-0.9763704121122793,2.4132215004529463,0.4238956239453289,1.0997166044008102,2
0.4875499133758379,1.6694668562039474,-0.15798039614882095,0.4238956239453289,-0.0675083763713712,2
0.4875499133758379,1.6694668562039474,-0.15798039614882095,0.4238956239453289,-0.3787683712439529,2
0.4875499133758379,-1.7113252088667867,0.12770870347359764,0.4238956239453289,0.24375161850121047,2
0.4875499133758379,-1.858316168217688,0.9847760023408534,-2.359071298478354,-0.4565833699620983,2
0.4875499133758379,0.19955726269493254,0.6990869027184348,0.4238956239453289,0.710641610810083,2
0.4875499133758379,-0.9763704121122793,0.4133978030960162,0.4238956239453289,-1.156918358425407,2
0.4875499133758379,-0.8293794527613778,-0.7293585953936581,0.4238956239453289,-0.30095337252580745,2
0.4875499133758379,0.05256630334403107,0.9847760023408534,0.4238956239453289,0.7884566095282284,2
0.4875499133758379,1.0815030188003414,-0.8722031452048674,0.4238956239453289,1.0997166044008102,3
0.4875499133758379,1.228493978151243,-0.7293585953936581,0.4238956239453289,0.010306622346774211,3
0.4875499133758379,-0.3884065747086734,-1.0150476950160767,0.4238956239453289,1.800051592864119,3
0.4875499133758379,0.640530140747637,-0.44366949577123954,0.4238956239453289,-0.6900283661165346,3
0.4875499133758379,-0.09442465600687042,-1.0150476950160767,0.4238956239453289,0.24375161850121047,3
-2.0510720493742136,-0.09442465600687042,-0.7293585953936581,-2.359071298478354,-1.156918358425407,3
0.4875499133758379,-1.2703523308140823,-0.8722031452048674,0.4238956239453289,0.710641610810083,3
