att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,LABEL
-1.0148215662658409,-0.8049036505006183,-0.542075781162818,0.1545326620587226,1.1663090218962857,1.805144056780104,0.5861924239824684,0.05566948519484753,-0.006434839864101476,-0.7598455782747476,-1.2371889027572036,-0.18951682576866694,-0.4283651021357764,-0.7793448572353309,-0.5458371126223412,-0.1316420752932124,-0.5017130390141994,2.001914341868798,2.7083060730919257,-0.07899249427355928,-0.888608201681579,-1.3638896221314203,-1.4880505752455848,-0.2549712795563364,-0.5496426611835574,-0.30349520557250015,-1.5284813549954863,-2.466581866879578,3.0960222373592687,-0.9603553646289813,-1.0492209088901765,-0.6895772147342882,-0.7008024360541226,-0.4046453372512853,-1.8436618933113793,-1.6323243043065327,0.4918547513258487,-0.862451606744867,-0.16020885541364904,-1.5650751558349738,-1.6335931891562965,-0.9825650231304944,-0.7570942113808157,0.07439040334411522,-1.2765350699341451,-0.6786767220767832,0.4269019303021836,1
-0.6054452748949893,-0.5156147225458687,-0.9535488925352252,-0.7176102959974198,-0.4574755470832731,1.2430050482534916,1.0559790413767332,-0.9656559391966226,-1.3754243466468914,-0.7466050421365608,-0.3633542713778694,-0.39203330745289616,-0.5921962036060039,-0.5298188665590703,-0.9513730153720747,-0.7598589385629697,-1.0620937106836594,0.4324352050401927,2.490490169839573,-1.3118841826786074,-0.7558884022693059,-0.41933502760249786,-0.09029055061714349,-0.6247896209926389,-0.9449529955527468,-0.7599664825932839,-0.5489092978535662,-1.3567351086081603,2.0846937200195974,-0.7584981683020836,-0.47108642108905363,-0.051921108504027015,-0.47707129015646854,-0.7536845692481691,-0.3287676233100829,-0.9605254268909446,-0.8676642923325876,-0.5078936192506627,-0.10261979028910057,-0.6321363379694414,-0.2296938382163017,-0.7977715384530053,-0.22137277145289821,-0.1572671963286042,-0.8049463764556979,-0.7406779245023813,0.13514520316741788,1
-0.5388990079966527,-0.4653446347685815,-1.1456971093736947,-0.9947283350787162,-1.0353971871597876,1.1120677657490659,2.415031461921807,-0.8724241534339797,-1.0368527300689763,-0.7507715728927083,-0.9794063573402979,-1.0987629027503292,-1.6300878414566045,-0.5218975677334012,-1.125975011095299,-0.8449154539880335,-0.5561877019438732,0.19196418732469556,3.3409354711537484,-1.0455439911684428,-0.7897062398261999,-0.9496384939422597,-0.8614966256035009,-1.7244529262338482,-1.1077287464217007,-0.786391423718377,-0.09462664911508993,-1.3215882696140961,2.3580661280368362,-0.8112051811867589,-0.9522103815700832,-0.7119922462235218,-1.5152722283457833,-0.7617826918608797,0.04401419243335207,-1.0270447665429947,-1.1267453200020172,-0.958401275117077,-0.6792853755819128,-1.2547037783074815,0.08539332353947271,-0.9300586042621953,0.21196518465134645,-0.6897414081385401,-1.1557049482725905,-0.8983690694653936,0.5776864391173756,1
-0.6934064697894988,-0.1087894996672463,-0.21344586327294582,-0.48736552584877596,-0.9840031924323848,1.3130062095261923,1.081933125642827,-0.5043061212422171,-0.3954945532425979,-0.6678845296069691,-0.9295700919297002,-1.1253069417574146,-1.0788489384468103,-0.16359675061355844,-0.3385439189990872,-0.6596760307359484,-0.8583532927738806,0.33235137602851267,2.204223075231719,-0.4412902184904839,-0.6890632093188989,-0.9825745896454787,-1.2703097753393715,-0.7010925705698849,-0.4176278318962236,-0.7342626611692737,-0.3473387148189831,-1.0763461037768918,1.6619741917291568,-0.701837158167011,-1.0019551931443695,-1.027876642830674,-0.7384178233496262,-0.7685838738756529,-0.17917022061080257,-0.49324447668562144,-1.0158781633674032,-1.0096315087238537,-0.8711431143419978,-1.2474870408062213,-0.11702150573587326,-0.30383668064469804,0.43816723834273524,-0.811423399140932,-1.4029408499340001,-0.2578988158743709,0.9294969077379921,1
-0.9421720787051988,-0.9946433874800089,-1.115504500517298,-0.8491785336041461,-1.1470589515422362,1.5615344382801668,0.9065671742485019,-0.8176713724160267,-0.9254720912891937,-0.8446176215043959,-1.1004938417925756,-0.850651883623978,-0.835217325088402,-0.9423029952448342,-1.0470311640950518,-0.669595482700613,-0.6811082671425319,0.8361417139670864,2.474252818891177,-0.8998438081019061,-0.8458368467286529,-1.2035338040478452,-0.9488340996702513,-0.9060862283212493,-1.0007858115351262,-0.5620992228245151,0.020161659993189716,-1.4266584879307533,2.3355818801187693,-0.8438303796464431,-1.2624321496812616,-1.0224754475368634,-0.9695102066877547,-0.5067440836123355,0.2824725311368085,-0.7795497527867589,-0.3333107576567007,-1.2853104870074037,-1.0693893141668966,-1.2524201157770145,0.39348158278077966,-0.483920396979137,-0.6922951235906274,-1.0916585434668247,-1.2057461502351323,-0.3769771135032298,-0.23489215417362375,1
2.272869239663509,2.8281321083943793,1.5977220649148398,1.8997902718603583,0.2080688299422703,-0.21998611593268472,0.45614660755539804,-0.9898757951899835,-1.150300889204458,-1.0374787525632387,-1.2363350665315735,-1.4742518815422414,-1.0283016712528494,3.0066286701454166,1.8365394273660098,2.3224021944931916,2.2975176146292933,-1.2800820348281554,0.5529195801730983,-1.1623935541990122,-1.0554250712714832,-1.2147346493090303,-1.5146044042411422,-1.2723086765633673,1.98387195006674,2.5027560196844734,3.0543411364692292,-0.03242842013853699,-0.08949274054185714,-1.0604638743936652,-1.2212611978764236,-1.1316347342695592,-0.3517798458509227,2.581050161393868,3.458175420279954,0.6582297386664486,0.07523872831493746,-1.2285089168678334,-1.0018342457541076,-0.21953905965395912,3.6725409698417906,0.9931768768827204,0.542856704820373,-0.9756352828425602,-0.42213080627782706,1.1447740998443763,0.6536354418185952,1
-0.152865641929304,-0.7206754057160595,0.7067930222834696,1.3146854050121666,0.7593162511719281,2.3420666300859394,-0.8040623322523132,-0.7880391600800069,-0.23473234959845332,-0.5572596615140275,-1.5484389466366035,-1.6599074096380904,-0.6762595005235473,-0.6929348239696498,0.6289579644795525,1.0573524566023695,-0.7066580260563496,2.7197356293133192,1.6546955456909591,-0.2253256845618532,-0.6014878144876985,-1.4119029943642678,-1.0330138736879086,-1.4617067597171314,0.5590224151061187,0.8557500821668146,-1.4486243822081064,-2.193252601218648,2.7697867497331017,-0.6281528989540184,-1.306250918213375,-0.5761807227067024,-1.65844377445388,0.7138492205769358,-1.5314797258360238,-1.2281826798004816,0.9123299674268877,-1.2368427193248577,-0.3818818606240712,-1.6144928285665106,-1.444469211404912,-0.33359781703153546,-1.3079703356501173,-0.30424346328399227,-1.4565751402420464,0.05881657790324028,0.03228560441068296,1
-0.7386467733040583,-0.9975323793625843,-1.5140571696476928,-1.431278951373462,-0.043164839550884966,1.653560423958162,0.9943173866958384,-0.8381857589725232,-0.8008297925078026,-1.1070605775805047,-1.1878703313413048,-1.620506780012826,-1.5746074927043476,-0.9850280007384449,-1.5319157934558751,-1.6403086553501778,-1.3054031928685847,1.1526868200979745,3.259903598064871,-0.8470649658364704,-1.073811182536156,-0.9850658696602399,-1.216964228775596,-1.5329649470749247,-1.526629893571882,-1.491589811091286,-0.632500270070507,-1.6300887949141363,3.5199820205168013,-1.037161466045002,-0.8880402061177144,-0.6367576707780842,-1.5536320609696972,-1.3612400085641936,-0.2939396558321364,-0.7000520731538312,0.7936254965833562,-0.8374853688992392,-0.4211729303988614,-1.5412928964758035,-0.1264128328572063,-0.2600482482459359,-1.018359479538755,-0.3492484847246726,-1.3628848440708812,-0.09600098240229446,0.05213412100136283,1
-0.4372952933341633,0.8934310670765976,1.4800830239117213,1.3294136885201575,1.536412490237436,2.3923232698900985,-0.7678526373781365,-0.7181753451842783,-1.283285456070562,-1.1444130617146044,-1.0141632442583333,-1.1201429030447339,-1.7538819516464306,0.9219346315570591,1.4705713981592718,1.1682757750433808,-0.36057207246291273,3.4031240636898272,1.7481396786109977,-1.261175956010068,-1.038634999791918,-0.9433616370066241,-0.9348755370006536,-1.5364971479771363,1.4363960406633693,1.0242800136291692,-1.2852819263648914,-1.773908481192673,3.1836606014855486,-0.969920039639523,-0.909289970815147,-0.8794668618489316,-1.4825592096556337,0.9173760992069426,-1.2579466073350396,-1.4736924528461905,1.6056033086167611,-0.8898429605117419,-0.900364564780645,-1.5382181233024557,-1.062848189691758,-0.23801708090661797,-1.7049357757080594,-0.9374140844947045,-1.3669434623653274,0.33516527137433005,0.005479666632663828,1
-0.7445585168405813,-0.3016813740081887,0.5241419053829328,0.9826132068695911,0.7824480676764047,1.6139623884882797,-0.3162965064092272,-0.65798123449484,-0.8374015651945533,-1.377229171918124,-1.337080733037346,-1.2296275565986048,-1.1978191600607333,-0.3440943193044925,0.32873540164817955,0.5572904591521226,-0.8864069948106147,0.8473412582068481,1.6521911428595195,-0.846736333019969,-1.3193604804866783,-1.2813548083768989,-1.2504777344196953,-1.7077098147192027,0.19236594470042484,0.287407303256891,-1.6283008287373446,-1.338457380107166,1.9900725931499295,-1.2740734453563134,-1.2485044665252967,-1.1703723155124177,-1.3097722735429302,0.11897076992249209,-1.4947448526234182,-0.7042006793930815,-0.33839869316447724,-1.2271910383923896,-1.0887671397387155,-1.234380453861623,-1.3518522230164898,-0.4310608934561075,-0.7379008442276052,-1.0453884482265579,-1.294180010235827,-0.34155489359270486,-0.178574982893263,1
