Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Position_Catcher,Position_Designated_hitter,Position_First_base,Position_Outfield,Position_Second_base,Position_Shortstop,Position_Third_base,LABEL
3.0347211308705777,3.789682202656381,3.740016980168679,4.0894201265216426,3.8961125022666523,3.610790643830179,1.1502818161649218,6.843052183112126,4.849041890899265,3.240946193923681,2.906449590007051,1.384309494757279,1.2151129271956496,2.80209387443079,0.5412218511409379,0,0,0,1,0,0,0,1
-0.15496144452088342,-0.3203711075952484,-0.2463028236760032,-0.6838707463356335,-0.34995229542912143,-0.34518574002414576,-0.7754651641491379,-0.2871457529594224,-0.5594615822849247,-0.805087210048186,0.1688142225118897,-0.5645546230704692,-1.2486063961481388,-0.6335293095768371,0.7397646896562844,0,0,0,0,1,0,0,2
-0.15496144452088342,0.17869303087412433,0.4883837980511533,0.5546334556418113,0.5242829448385424,0.3928055159660321,-0.06854538656549579,-0.77747455085546,-0.48103688148266815,0.025129024435153673,-0.6859226116834323,0.6582620783116464,0.20587850558494206,-0.5344247946535401,0.30297044492252223,0,0,0,0,1,0,0,2
0.16400681301826267,-0.09685203399506602,-0.2463028236760032,-0.1177733321270589,-0.25727718161982843,-0.13065339816653593,-0.04416884251088744,-0.4914494187494381,-0.7359171590900018,-0.10702784554382691,0.007776847953350783,0.008640705702398471,0.11682840956046772,-0.2866635073452976,-0.45149234143579425,0,0,0,0,0,0,1,2
1.120911585635701,1.2095784134266896,0.9894801999963985,0.4988210345226561,0.901161740996334,0.7875450249840341,-0.3854404592754043,2.5628903848112965,1.558005339376001,0.502926938974545,1.9030628716038471,0.3143448810479279,0.08714504421897627,1.6458745336589917,1.0971417989839078,0,0,1,0,0,0,0,2
-0.4739297020600295,-0.3897390959539257,-0.29741561205364025,-0.20547856531430284,-0.3854777557226837,-0.285116684304015,-0.5804528117122711,0.4585626271741349,-0.3718024767938109,-0.3510097593511757,1.4664038367431937,-0.5263416011522781,-0.44715553192786983,0.44010293542554607,0.3426790126255915,0,0,0,1,0,0,0,2
-1.1118662171383218,-1.4707235812099801,-1.6387680397583577,-1.311096050341378,-1.5269262408071425,-1.374940980940673,-0.9948540606406131,-0.4914494187494381,-1.279288300362779,-1.1913919069098216,-0.6952132294464249,-1.2523890175979104,-0.8627226467087501,0.1262719715017732,-0.2529495029204478,0,0,0,0,0,1,0,2
0.4829750705574088,-0.48801041279538515,-0.7101394359627841,-0.8938317591172175,-0.8364966429279096,-0.8171568921108874,0.07771387776215431,-0.6446771680919499,-0.6967048086888735,-0.6187121370009055,-0.40101033361832494,-1.4052411052706741,-1.189239665465156,-1.0134299501161412,-0.01469809670203209,1,0,0,0,0,0,0,2
-0.4739297020600295,-0.37047021029873756,-0.5400819344446646,-0.7396831674547887,-0.6696814380711822,-0.5425554945331468,-0.7267120760399213,-0.12370282032740985,-0.601474814857562,-0.25612790398165114,-0.06345122156292604,-1.137749951843337,-0.6252557239768185,-0.4683551180380087,0.5412218511409379,0,0,0,0,1,0,0,2
-0.15496144452088342,-0.09685203399506602,-0.05570466888462776,-0.03272583327882236,0.11805702930780816,0.4442932780118584,-0.14167501872932084,-0.38929758585443025,-0.18134248913118797,-0.7542576446716549,-0.416494696556646,1.193244385166323,-0.0019050518054980754,0.4070680971177804,0.5809304188440072,0,0,0,1,0,0,0,2
0.4829750705574088,0.8049318146677387,0.8585932465807673,1.2323557120886963,0.9258751046788121,1.002077366841644,0.687127479127363,2.7161181341538088,1.5496026928614735,1.5195182465051649,3.4422085476729594,0.8875402098207935,1.3338463885616154,2.4552280721992505,0.8985989604685615,0,0,1,0,0,0,0,2
-0.7928979595991756,-0.262564450629684,-0.2902502678885509,-0.5137757486391603,-0.3854777557226837,-0.5425554945331468,-0.16605156278392919,-0.30757611953842395,-0.6266827544011445,-0.4933325424054625,0.5497295507945875,-0.5645546230704692,-0.7143058200012928,-0.5179073754996573,0.14413617411024507,0,0,0,0,0,1,0,2
